#"+ Scan (rt: 4.980-38.001 min, 5725 scans) MICROCRY221018_3.D "
#Point,X(Thompsons),Y(Counts)
0,45.0,0.0120524019002914
1,45.1,822.810852050781
2,45.3,6.56157207489014
3,45.5,2.65554594993591
4,45.7,3.3006112575531
5,45.9,24.4979915618896
6,46.1,66.1563339233398
7,46.2,29.221658706665
8,46.4,3.33641910552979
9,46.6,4.09275102615356
10,46.7,3.25816583633423
11,46.9,36.1055030822754
12,47.0,79.8377304077148
13,47.1,106.817115783691
14,47.3,7.59074258804321
15,47.6,3.85537123680115
16,47.8,10.3673362731934
17,48.0,20.3206977844238
18,48.1,20.6101303100586
19,48.3,4.87179040908813
20,48.4,5.23965072631836
21,48.6,2.47755455970764
22,48.8,11.9294319152832
23,49.0,38.8022689819336
24,49.1,22.0324897766113
25,49.2,24.5172061920166
26,49.4,4.24925756454468
27,49.7,3.85327506065369
28,49.9,37.470043182373
29,50.1,254.241226196289
30,50.2,78.9194793701172
31,50.4,2.23161578178406
32,50.5,1.43912661075592
33,50.8,5.7657642364502
34,51.0,155.770126342773
35,51.1,360.863586425781
36,51.3,14.6910047531128
37,51.5,2.26829695701599
38,51.8,7.81781673431396
39,52.0,106.978164672852
40,52.1,143.982711791992
41,52.2,101.667770385742
42,52.4,4.18724870681763
43,52.7,1.08174669742584
44,52.9,20.5606994628906
45,53.1,855.326965332031
46,53.2,223.872146606445
47,53.4,0.713013112545013
48,53.6,0.103406116366386
49,53.8,1.39510917663574
50,54.0,125.888732910156
51,54.1,1624.79284667969
52,54.3,24.8445415496826
53,55.0,18.9266376495361
54,55.1,12585.970703125
55,55.3,0.194410473108292
56,55.9,0.559650659561157
57,56.1,3076.01196289063
58,56.2,3570.6689453125
59,56.9,0.867423593997955
60,57.1,5855.1826171875
61,57.2,14338.107421875
62,57.4,0.277729243040085
63,57.7,0.10637554526329
64,57.9,18.5641918182373
65,58.1,567.900939941406
66,58.2,491.102874755859
67,58.4,4.20716142654419
68,58.7,2.51388645172119
69,58.9,17.9147605895996
70,59.1,666.500244140625
71,59.2,119.261833190918
72,59.4,2.72401738166809
73,59.7,3.6251528263092
74,59.9,28.956506729126
75,60.0,42.9524879455566
76,60.1,89.1100463867188
77,60.3,11.6925764083862
78,60.6,2.945152759552
79,60.8,10.4948472976685
80,60.9,25.6399993896484
81,61.1,175.364013671875
82,61.2,44.9802627563477
83,61.4,2.0291702747345
84,61.6,2.99877738952637
85,61.7,3.55999994277954
86,61.9,26.3896942138672
87,62.1,49.9963302612305
88,62.2,16.8962440490723
89,62.3,10.5343227386475
90,62.6,3.5329258441925
91,62.8,13.974497795105
92,63.0,96.4656753540039
93,63.1,109.809959411621
94,63.3,15.23388671875
95,63.5,2.38393020629883
96,63.7,6.48157215118408
97,63.8,10.6476860046387
98,64.0,41.291877746582
99,64.1,38.9530143737793
100,64.3,8.21938896179199
101,64.4,4.81170320510864
102,64.6,1.58620083332062
103,64.8,8.95179080963135
104,65.0,144.46794128418
105,65.1,288.970123291016
106,65.3,21.6578159332275
107,65.5,1.75301313400269
108,65.7,4.50812244415283
109,65.9,38.5579032897949
110,66.1,245.921401977539
111,66.2,111.769607543945
112,66.4,3.40593886375427
113,66.7,0.217991262674332
114,67.0,138.733093261719
115,67.1,3200.205078125
116,67.3,4.31545829772949
117,67.5,0.0927510932087898
118,67.7,0.131353706121445
119,67.9,9.63633155822754
120,68.1,1566.15759277344
121,68.2,661.834411621094
122,68.4,1.08768558502197
123,68.9,0.578165948390961
124,69.1,6310.62451171875
125,69.2,2425.43725585938
126,69.5,0.0653275102376938
127,69.8,0.435633182525635
128,70.0,70.8967666625977
129,70.2,5043.24169921875
130,70.3,17.3353710174561
